	Y1	Y2	Y3	Y4	Y5	Y6	Y7	Y8	Y9	Y10	Y11	Y12	Y13	Y14	Y15	SRR1646026	SRR1646027	SRR1646028	SRR1646029	SRR1646034	SRR1646035	SRR1646036	SRR1646037	SM01	SM02	SM03	SM05	SM11	SM18	SM20	SM23	SM24	SM25	SM28	SM29	SM30	SM31	SM32	SM33	SM34	SM37	SM39	SM40	SM41	SM42	SM43	SM44	HC02	HC07	HC09	HC11	HC12	HC53	HC61	HC64	HC67	HC70	HC72	HC74	SRS012969_HMP	SRS013951_HMP	SRS014287_HMP	SRS014459_HMP	SRS016095_HMP	SRS016438_HMP	SRS017247_HMP	SRS017916_HMP	SRS022071_HMP	SRS023346_HMP	SRS043667_HMP	SRS045528_HMP	SRS045645_HMP	SRS045739_HMP	SRS047014_HMP	SRS047044_HMP	SRS049959_HMP	SRS053649_HMP	SRS074964_HMP	SRS075078_HMP	SRS075341_HMP	SRS075963_HMP	SRS077335_HMP	SRS077753_HMP	SRS077849_HMP	SRS078242_HMP	SRS078419_HMP	SRS078665_HMP	SRS098571_HMP	SRS098717_HMP	SRS101376_HMP	SRS104197_HMP	SRS104400_HMP	SRS140492_HMP	SRS140513_HMP	SRS142712_HMP	SRS142890_HMP	SRS143991_HMP	SRS145497_HMP	SRS146813_HMP	SRS147445_HMP	SRS147919_HMP	SRS148424_HMP
D-mannitol_and_D-mannose_degradation_in_plants	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.755834446e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.83036e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5344e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D-nopaline_catabolic_operon	2.47709492253e-05	0.0	0.0	7.75350070557e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000119545106959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5201662698e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.67046e-06	0.0	9.32314e-06	1.9596e-06	0.0	6.05832e-06	0.0	0.0	1.0453e-05	0.0	0.0	0.0	0.0	3.2127e-05	5.48284e-07	0.0	0.0	0.0	0.0
D-ribose_utilization	0.132630844669	0.0985569952157	0.239944095645	0.133309841282	0.0628759549122	0.0417087098496	0.139646105294	0.192025514211	0.158685464322	0.151675483425	0.129893481738	0.131068714131	0.155400733311	0.120465527802	0.158990436145	0.102380342974	0.0	0.0708880749907	0.106326422116	0.0	0.0473036896878	0.0	0.0737726374908	0.0225956779534	0.0249519822599	0.0418551126894	0.0250600412319	0.0258988592472	0.0291037882177	0.0458873647342	0.0341592910926	0.035471442253	0.0160872846097	0.0268985070169	0.0406815809138	0.0225359627802	0.0392661873928	0.0913296379141	0.0398485267321	0.0279881320805	0.0447024839768	0.182548740526	0.0430235250784	0.0272814423434	0.0286897356593	0.0208394847005	0.0370408159091	0.140727678465	0.172080624357	0.0873276681288	0.19229834937	0.175098233049	0.192700349161	0.22231995907	0.104946704498	0.179624862617	0.144125314357	0.106066702376	0.209312297244	0.0334498	0.0494323	0.0708952	0.0376114	0.0360379	0.0258806	0.0175406	0.0705218	0.040892	0.013083	0.0186175	0.0417003	0.0211426	0.0247256	0.0399102	0.0136382	0.073999	0.0256336	0.0246373	0.0312937	0.028074	0.0511513	0.0332816	0.0287294	0.0253484	0.0356397	0.0344311	0.0160945	0.0446522	0.0393419	0.025211	0.0508683	0.0685862	0.0434697	0.0287344	0.0293972	0.0432661	0.0392476	0.027376	0.0454999	0.0238008	0.0156204	0.0398675
D-tyrosyl-tRNA(Tyr)_deacylase	0.0114342870723	0.0129281084909	0.0125539683433	0.0074627964978	0.0180056284418	0.0151906774079	0.004370978851	0.00914289419442	0.0147710955575	0.0178316426762	0.00617921775413	0.0103381841514	0.0104445015009	0.00623879852084	0.00998788669728	0.0	0.0	0.0106197460204	0.0	0.138121546961	0.0	0.0	0.00713928749911	0.00901896772025	0.00716328072497	0.004840034219	0.00869168501774	0.00570042654176	0.00719591553915	0.00392782712274	0.00822305389767	0.00808888913071	0.00848121012701	0.00339465954434	0.00603864894048	0.007675179937	0.00719653460624	0.00451916531149	0.00441600457472	0.00730721181129	0.0074857862398	0.00475883213285	0.00504598246221	0.00877031126272	0.00768537642738	0.00751802600887	0.00798500645064	0.0118878026977	0.0113797987766	0.0118177512255	0.00708923970155	0.00894489522402	0.0111806020508	0.0125043824577	0.00980455527702	0.0110706364866	0.0104307236807	0.0112758282374	0.0106223649517	0.00858775	0.0103049	0.00838895	0.0084663	0.00651946	0.00679761	0.0053489	0.00541507	0.00637707	0.00457106	0.0077234	0.00612145	0.00543357	0.00472231	0.0077042	0.00855927	0.00756249	0.00525885	0.00524327	0.00498477	0.00636312	0.00596097	0.00563024	0.00731999	0.00731066	0.00687582	0.00744786	0.00695965	0.00740482	0.00557305	0.00570944	0.00795042	0.00620788	0.00609661	0.00553088	0.00462551	0.00711791	0.00798426	0.00554003	0.00743719	0.00655406	0.00718801	0.00772657
DNA-binding_regulatory_proteins_strays	0.0322340488731	0.0983549894514	0.0596864721185	0.0836295949051	0.0384422057396	0.0391573563759	0.139744317878	0.0699249688626	0.077285570451	0.126320787981	0.0831281396513	0.0724978195475	0.0243916355234	0.0112298373375	0.0342348639495	0.0	0.0	0.01278434497	0.159489633174	0.0	0.0	0.0	0.015706432498	0.0274530946912	0.0215404710113	0.0198645695086	0.021913823669	0.04016399544	0.0221555166051	0.0118538552641	0.00500869486753	0.0232994032059	0.0291792558632	0.00393810927153	0.0153290839608	0.0227056960185	0.0358791197916	0.0425082884575	0.0101870178802	0.018696321501	0.0404017285663	0.135703972079	0.0164067630258	0.0229778511857	0.00835712581158	0.0152862806404	0.0317267034198	0.0420747919228	0.0457701987353	0.0335556005841	0.123753523141	0.0317550642105	0.0358237809222	0.0384442037484	0.0413706668079	0.0312675199291	0.0423003682734	0.04388648309	0.0332211694187	0.00908875	0.0190489	0.0237814	0.0199178	0.00993333	0.00973459	0.00753618	0.00884233	0.0142597	0.0110194	0.00503781	0.0132032	0.0101091	0.00859742	0.0253201	0.00824464	0.0123312	0.0100706	0.00922408	0.0129839	0.0170526	0.0185309	0.0078273	0.0163305	0.0100481	0.0263506	0.0103836	0.0435449	0.0136814	0.0124453	0.0200958	0.0169909	0.0150582	0.0163036	0.00892177	0.00940165	0.0164544	0.0170307	0.00864988	0.0186137	0.0125775	0.0188076	0.0140343
DNA-replication	1.11153275808	0.847232614642	1.02504773346	1.07912020928	1.30429681978	1.32055060309	1.15491622722	0.963306705213	1.27253297996	1.31100112154	1.07211192114	1.29103482128	1.45250322344	1.50949844364	1.08651886163	1.30080929223	1.29525452032	1.46684697838	1.50912168779	3.31491712707	1.46546830653	1.27058790293	1.54800588366	1.5578462154	1.26101412017	1.22977000409	1.63110468154	1.00467075245	1.39269455798	0.958970009031	1.37957472989	1.50364176816	1.62496010562	0.779074827427	1.33200267782	1.40112346934	1.59693194323	1.14514503564	1.18999024616	1.48722223711	1.4956158412	1.22584342448	1.13661873752	1.46331205997	1.08178454088	1.6137708222	1.53401118698	1.37903258375	1.28238074143	1.56676651977	1.24974113264	1.24159438454	1.19093344918	1.29102170143	1.44283540609	1.26317662164	1.32347361297	1.51905708801	1.31253170234	1.6971	1.79642	1.48448	1.59024	1.30568	1.25755	1.32152	0.831019	1.20884	1.19755	1.69614	1.24127	1.29063	1.28186	1.50828	1.90265	1.65737	1.25469	1.31903	1.32714	1.21627	1.18615	1.30297	1.00868	1.51135	1.51346	1.7028	1.69964	1.48517	1.1923	1.30586	1.30557	1.32166	1.39578	1.25504	0.954711	1.35947	1.50258	1.25552	1.65306	1.42632	1.19872	1.45712
DNA_Helicase_of_Unknown_Function	0.0	0.0	0.0	7.75350070557e-05	0.0	0.0	4.28735297327e-05	0.0	0.0	0.0	3.98483689863e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.75482599708e-05	0.0	0.0	0.0001166182118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.78030897163e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000180431158296	0.00051361009689	0.0	0.00158061493059	0.00376559190398	0.00446445180252	0.00146192735087	4.11022978651e-05	0.0011331667777	0.00022106990761	0.000211649730279	0.000149376428101	0.00138784	0.0	0.0	0.000189772	0.000186689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.89786e-05	0.0	0.000219499	0.0	0.0	0.0	0.0	9.87296e-05	0.000120836	9.3475e-06	0.0	0.000213454	0.0	0.0	0.0	5.74916e-05	0.000131659	0.0	0.0	0.0	2.29374e-05	4.406e-05	0.0	0.0	4.18729e-06	0.0
DNA_Repair_Base_Excision	0.381782585127	0.510642550558	0.58414881777	0.59841827289	0.843891595341	1.01129951369	0.368187580016	0.758232448242	0.99564461285	0.916932382163	0.519264049292	0.643258481727	0.985189341607	0.613719523064	0.354255788993	0.57588942923	0.557768378981	0.413617766378	0.38543328017	0.552486187845	0.496688741722	0.851767098907	0.524328088723	0.474609085507	0.46083956667	0.403477255305	0.528423870068	0.442932897293	0.407148853407	0.328430105232	0.441462413895	0.491512388641	0.497171522425	0.28550192789	0.495892706373	0.536284648377	0.444046799182	0.351588659283	0.374182856892	0.445711180244	0.428484325009	0.456125123126	0.347049264433	0.50679959588	0.413344529422	0.489840129491	0.442820041366	0.547451195918	0.575235279689	0.489345153337	0.532804196053	0.562196545434	0.643500201718	0.607670053816	0.505932071275	0.601857379265	0.542553958719	0.498831562196	0.543342474488	0.437704	0.507316	0.41057	0.418404	0.438163	0.312015	0.330903	0.629151	0.497451	0.315783	0.380931	0.367335	0.343131	0.296231	0.381577	0.424638	0.490333	0.351726	0.35192	0.385658	0.474838	0.510661	0.318625	0.509	0.430464	0.398815	0.432079	0.372234	0.390956	0.337326	0.437592	0.409923	0.457183	0.407293	0.34522	0.368201	0.412638	0.437763	0.344915	0.409453	0.362458	0.325615	0.457549
DNA_phosphorothioation	0.00116423461359	0.00691345609955	0.0146049230532	0.0188410067145	0.00459608107487	0.00525013125328	0.0119831515603	0.0119364978315	0.00409563303128	0.0367716141328	0.0111973916852	0.0213595343622	0.00855846860468	0.00680596202273	0.0013459761773	0.0255950857435	0.114975567692	0.0	0.0797448165869	0.0	0.0	0.0	0.0	0.0280694037711	0.0171414924893	0.0188182810105	0.000747701468161	0.0244213815058	0.0199417142177	0.0495591790954	0.0133327965744	0.0838789615095	0.0348383465731	0.0187512850387	0.00523801981061	0.0186950553219	0.0301350629211	0.0104030047799	0.0222516836589	0.00668403956447	0.0200536933122	0.00963770245477	0.0262039287917	0.00527680728805	0.0225598916204	0.0166694119585	0.0120688439404	0.0122693187641	0.0176339466599	0.033592355786	0.0156021989923	0.0110795300252	0.0190979327108	0.0036818911059	0.0111798250193	0.00405554425702	0.0241850478926	0.0116936475979	0.0143401370977	0.0164819	0.0170617	0.00432772	0.0118278	0.015029	0.000379425	0.000302308	0.00170715	0.00811016	0.000257377	0.0181384	0.0245344	0.00107874	0.000543749	0.0213531	0.0323258	0.0139099	0.000580849	0.00041436	0.00603868	0.00509614	0.00644872	0.00518428	0.0149832	0.022231	0.00824642	0.00256694	0.00727381	0.00632168	0.000191386	0.000962089	0.00527542	0.00914873	0.0109754	0.0021222	0.000859984	0.01489	0.0260518	0.000440766	0.0035685	0.0128007	0.00161202	0.00267673
DNA_processing_cluster	0.178644343327	0.175968743161	0.279603202351	0.216968313292	0.201809786513	0.214208954148	0.359216645454	0.154954372895	0.21700320496	0.306772610954	0.269568156135	0.260342210254	0.224604079945	0.27847727943	0.167476971061	0.260216705059	0.505413432979	0.287314124878	0.271132376396	0.0	0.118259224219	1.11111111111	0.274657992641	0.65940323947	0.56005432748	0.553240462362	0.402796149378	0.634850736856	0.621701252421	0.9012274822	0.383553058701	0.451917954772	0.527107131576	0.499672091384	0.469204602773	0.539364849506	0.621858542606	0.534286937834	0.896815241443	0.646704257941	0.516830872428	0.464931954349	0.441594635283	0.518285849279	0.402578943164	0.420664643727	0.522534157675	0.353874788063	0.354247640972	0.346770800505	0.312249004522	0.331361460179	0.361113102571	0.394405953257	0.330274887958	0.328990074712	0.391168742439	0.336674767737	0.36066119236	0.352537	0.806167	0.449657	0.618821	0.311482	0.20232	0.210232	0.431432	0.479959	0.189855	0.269089	0.379177	0.229885	0.244804	0.386607	0.298197	0.677742	0.301087	0.254231	0.347473	0.430862	0.447328	0.219854	0.421541	0.335377	0.437274	0.382497	0.238341	0.331844	0.386557	0.311347	0.475761	0.450137	0.478773	0.292196	0.380837	0.353363	0.512144	0.293532	0.536179	0.321781	0.428116	0.374724
DNA_recombination_archaeal	0.0	0.0087989441267	0.0	0.00054274504939	0.00153202702496	0.000750018750469	0.000321551472995	0.0	0.00204781651564	0.00120234160652	0.0	0.0	0.0	0.0	0.0	0.0255950857435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000526136902927	0.00259228619877	0.00345289559825	3.25087594852e-05	0.00642399597022	0.00334305540492	0.00473210226201	0.00173584886149	0.0	0.0	0.00169967788363	0.0288719651961	0.0	0.000293387260706	0.0212962035024	0.00700227807447	0.000462417831504	0.00221313282049	0.00302475584734	0.0224703874863	0.000405908252927	0.00195672529361	6.58870037885e-05	4.5201662698e-05	0.00234560505785	0.000285338942716	0.0	0.000101975156812	0.000144830457845	0.00053738771697	0.000216581829759	0.000287716085055	0.00180113877297	0.00134852643642	0.000132281081424	0.000946050711306	0.0	2.21868e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8578e-05	0.0	2.71136e-05	0.0	0.0	0.0	1.34948e-05	0.0	0.0	0.0	0.0	1.47884e-05	1.39969e-05	0.0	1.37671e-05	0.0	0.0	0.0	0.000245615	0.0	0.0	0.0	1.47431e-05	0.0	0.0	0.000286769	0.0	0.0	4.18834e-05
DNA_repair_UvrABC_system	0.862207510904	0.903911938731	1.06477053737	0.851607241054	1.6175205164	1.62999709462	0.736513066993	0.866059231555	1.88501510265	1.20455030365	0.59745011739	0.765568430608	1.5305394688	0.911998911046	0.849304755678	1.04939851549	1.14975567692	0.956895009837	0.558213716108	1.10497237569	0.946073793756	1.44927536232	1.04947526237	0.926777001083	1.10166833059	0.988784611442	0.922166047086	1.15678541494	1.00021535496	1.16892517971	1.00418856637	0.824880485247	0.860380792369	0.938167363443	1.24632228153	0.902743622394	1.06407088795	1.27908281324	1.27079365376	0.990554018133	1.01529350056	0.77607271126	1.23870615278	0.986307853611	1.01319533049	0.877048129125	0.994468672536	0.740940551542	0.835995545669	0.681574495199	0.729512183385	0.921495857245	1.00222533632	0.916411867168	0.723522493415	0.912621708573	0.738758521508	0.739271129103	0.781678549562	0.783733	0.836991	0.62992	0.66081	0.754468	0.478616	0.426045	0.937724	0.765122	0.439827	0.720186	0.584134	0.528783	0.499458	0.600402	0.767699	0.833574	0.59328	0.507028	0.617617	0.692659	0.722872	0.51388	0.717857	0.715641	0.641654	0.75244	0.63798	0.647865	0.552167	0.683619	0.625444	0.809145	0.653788	0.538937	0.532338	0.685098	0.633619	0.540745	0.584336	0.580906	0.491561	0.728911
DNA_repair_and_recombination_eukaryotic	0.0	0.0	0.0	0.0	0.0	0.0	2.14367648663e-05	0.0	0.0	0.0	0.000239090213918	0.0	0.00142641143411	0.0	0.00013459761773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.3947327865e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000155606179433	4.20379846822e-05	0.0	0.0	0.0	0.0	5.75507439297e-05	0.0	4.5201662698e-05	9.02155791479e-05	0.000285338942716	0.0	0.0	0.000724152289226	8.267503338e-05	0.000162436372319	4.11022978651e-05	5.96403567209e-05	8.84279630442e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.22796e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000290789	0.0	0.0	0.00034668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000123918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNA_repair_bacterial	0.298838659514	0.580609775776	0.590144332335	0.663169331409	0.580836449199	0.594941991388	0.530652519706	0.611076432182	0.613196993522	0.900407365934	0.525452000271	0.694230104164	0.816193685985	0.779809303426	0.287987708464	0.548588004436	0.635000479065	0.741572869857	0.704412546518	0.552486187845	0.890886155787	1.15942028986	0.599660487217	0.708985738458	0.750594788739	0.626252773295	0.857132587787	0.696436901651	0.66226968203	0.511213881291	0.671295766082	0.784903525805	0.739155046049	0.486017170305	0.842292414063	0.787074007883	0.743109887364	0.675737184356	0.630212078503	0.674642607234	0.699880068002	0.710317370715	0.626563211376	0.875637917943	0.620740613453	0.752188118408	0.714840128586	0.885502459245	0.786492968635	0.918510954664	0.789697240384	0.708084092104	0.706889194742	0.749679647657	0.846433631387	0.686950031492	0.863294929047	0.867478283127	0.783069342733	0.831429	0.836956	0.772307	0.809222	0.591783	0.671	0.590006	0.542627	0.606985	0.584638	0.852734	0.692396	0.59597	0.623978	0.718549	0.931884	0.667775	0.628356	0.611632	0.63159	0.635616	0.656131	0.644713	0.723756	0.741584	0.69452	0.835765	0.767773	0.708641	0.617377	0.61156	0.673641	0.624882	0.626038	0.633772	0.560953	0.631049	0.703914	0.641968	0.775459	0.718887	0.649986	0.691444
DNA_repair_bacterial_DinG_and_relatives	0.0145280929124	0.0566693901494	0.0627018286919	0.0349704955184	0.0246696475535	0.0259419905411	0.0686024086183	0.0903637095099	0.0458710899503	0.0590228870928	0.0388830422476	0.0720528292483	0.043862151599	0.190566936636	0.0167290738135	0.0511901714871	0.0862316757689	0.030182436058	0.0	0.552486187845	0.0473036896878	0.0	0.0214178624973	0.140689963579	0.0968340408654	0.0600893639468	0.059828688345	0.126376825486	0.0762814532043	0.0424278553633	0.023099593282	0.0674254869722	0.103311387854	0.046759417906	0.133830822713	0.0785639573645	0.104406213183	0.0756676477303	0.0582291290618	0.0659582051817	0.0806412815154	0.0664733690686	0.0816209564239	0.0676802142868	0.0515387328702	0.0362126570323	0.0739566793278	0.073164834689	0.0700233994238	0.0605451759408	0.0550114456224	0.0358998497384	0.0491062139933	0.0556615302481	0.0523084761001	0.0418377102397	0.062028608138	0.0558394979467	0.0717452487376	0.0256639	0.137681	0.0888947	0.0654967	0.0321736	0.00206521	0.00385406	0.0703541	0.0479802	0.00716987	0.0141424	0.0296125	0.00849062	0.00750483	0.0514347	0.00703064	0.0906846	0.00961363	0.00925937	0.0288807	0.0425223	0.04402	0.0118354	0.0197068	0.016922	0.0250115	0.0355401	0.00604382	0.0372712	0.0323146	0.0311116	0.0286946	0.0492	0.0507476	0.0140977	0.00910844	0.0477918	0.0713976	0.0136861	0.0610007	0.0175428	0.0562703	0.0459772
DNA_repair_bacterial_MutL-MutS_system	0.387421558477	0.227453204482	0.25457607845	0.25448986449	0.353339885534	0.303943756103	0.215954639854	0.399119014883	0.345840101638	0.358819129777	0.290436305528	0.351489263541	0.511171941249	0.359014496699	0.366393284396	0.28703060441	0.435949027498	0.4365229382	0.287081339713	0.552486187845	0.452538631347	0.0	0.380252050845	0.271926433509	0.252198780282	0.272761292983	0.303012639935	0.263947059916	0.269747552328	0.209637086742	0.252571632923	0.327450419622	0.304139024364	0.135189222296	0.186089683868	0.316845108881	0.26216958384	0.187756860524	0.22697498433	0.309090074241	0.266021290079	0.178097559713	0.205608096908	0.312547978652	0.26650340047	0.366752326232	0.286363672243	0.304680856781	0.339857173621	0.347111366042	0.241520809365	0.355826829137	0.363169103991	0.379591138339	0.316866475948	0.338066082634	0.306856971183	0.352681620215	0.291900948951	0.502967	0.391009	0.406614	0.4049	0.369916	0.416002	0.416299	0.408778	0.379702	0.409802	0.459515	0.432801	0.387773	0.375325	0.397603	0.563771	0.420663	0.360944	0.407749	0.431967	0.417776	0.413352	0.401987	0.48204	0.455571	0.414019	0.451379	0.458932	0.405898	0.378619	0.390522	0.434142	0.378251	0.432697	0.381201	0.420706	0.409755	0.444402	0.37902	0.378408	0.448393	0.374954	0.447719
DNA_repair_bacterial_RecBCD_pathway	0.020739707791	0.0832559133362	0.13069725415	0.279622029337	0.0904503891957	0.0738230205636	0.186378768365	0.126151098379	0.151668848566	0.138666028618	0.165077858731	0.278207935067	0.331402923192	0.1497311645	0.0212267114773	0.145038819213	0.114975567692	0.157619388303	0.133971291866	0.0	0.236518448439	0.24154589372	0.146355393732	0.17107357606	0.139455770876	0.106359758862	0.218022578523	0.129987349147	0.120746496497	0.068606880361	0.118496614541	0.149005003234	0.159942359925	0.0812953190323	0.112576122703	0.146593676377	0.147611596514	0.107437167584	0.073692493143	0.173400347753	0.1472620636	0.202273856033	0.0927620246519	0.192320577833	0.10666792107	0.133669908932	0.137308542879	0.209619657133	0.194011458451	0.21732008193	0.1919030705	0.164973960691	0.169720131233	0.216702754614	0.173405786764	0.160368659197	0.22393509399	0.18332949674	0.208325124202	0.2443	0.260001	0.250664	0.325099	0.138581	0.0909758	0.129762	0.226472	0.245207	0.107143	0.1371	0.126113	0.115005	0.139339	0.133583	0.124048	0.211248	0.115119	0.148649	0.159865	0.132896	0.248582	0.161343	0.128019	0.1953	0.143569	0.147176	0.0976701	0.146727	0.100808	0.146322	0.191861	0.130977	0.160897	0.103522	0.149886	0.149833	0.140249	0.117973	0.177804	0.157452	0.128118	0.14247
DNA_repair_bacterial_RecFOR_pathway	0.231391257894	0.27429542526	0.308389632021	0.290871180012	0.224713484674	0.25280375195	0.396908372146	0.401499251522	0.405098054304	0.257306102601	0.270961329367	0.288544585379	0.341466720937	0.556241553315	0.25311016507	0.292210562239	0.372364054457	0.418014952174	0.342238171186	1.38121546961	0.299590034689	1.0043224002	0.439414751671	0.390348584949	0.330582048782	0.426675578501	0.344324106735	0.262896224332	0.298873206282	0.261391956269	0.420615110737	0.348000992212	0.351128071558	0.739429754333	0.310870673759	0.418310406641	0.289290785754	0.204254701501	0.288777879162	0.33873218271	0.324854757812	0.252199368203	0.303546241865	0.299274887768	0.408365146647	0.287978205228	0.281788217322	0.397442287415	0.434180618245	0.350758567918	0.353837706092	0.431381663136	0.433274855427	0.44812319076	0.381337336659	0.487195168588	0.404868126417	0.395264202688	0.404021274077	0.38683	0.366916	0.396893	0.430678	0.410642	0.440972	0.40703	0.664877	0.499019	0.354706	0.362521	0.415959	0.433391	0.368893	0.445542	0.341488	0.426946	0.418985	0.413562	0.451009	0.435852	0.500806	0.437917	0.489449	0.424287	0.429316	0.390398	0.403002	0.458147	0.40202	0.481726	0.487728	0.462663	0.501869	0.427964	0.392381	0.435183	0.524457	0.409859	0.421568	0.450885	0.310814	0.432654
DNA_repair_bacterial_UmuCD_system	0.126187278569	0.0979164579441	0.110631963959	0.0736508592822	0.128232761107	0.12286290668	0.10506842392	0.0959397587075	0.138111431725	0.170938875435	0.0815303295278	0.0709047365991	0.109360818	0.0905354995738	0.125839944858	0.0720928248443	0.0632365622305	0.113429739204	0.026581605529	0.0	0.118259224219	0.0	0.0901136733221	0.0445382721951	0.0615989181135	0.0595559575778	0.0792350518135	0.0637007663057	0.0584360942134	0.0574468958967	0.0538024512073	0.0706863478134	0.0568544282439	0.0399009777471	0.0563726811632	0.0586137127835	0.0485910167328	0.0808955130715	0.0665648120721	0.0738847257769	0.0622375788184	0.0816612713482	0.0714149395538	0.0788058832271	0.0691344550617	0.102850770339	0.0618708648905	0.0875369222944	0.0920317522842	0.0861717724205	0.0911976792524	0.100111546382	0.100259987232	0.105180023241	0.0829064939557	0.102099602929	0.103106367303	0.0918193644726	0.0779491271086	0.0812385	0.0767498	0.0442013	0.0510561	0.0469849	0.0306092	0.0161496	0.047937	0.0402744	0.0382285	0.077607	0.0352876	0.0242168	0.0444024	0.0489863	0.0828359	0.0781084	0.0354069	0.0218853	0.0412671	0.0408873	0.0464853	0.0258609	0.0314909	0.0662214	0.0333441	0.0771227	0.0380956	0.0419617	0.0310842	0.0310182	0.038248	0.0449637	0.0373251	0.026074	0.0323259	0.0494385	0.0327102	0.0323983	0.0425928	0.0619564	0.0377449	0.0508477
DNA_repair_bacterial_UvrD_and_related_helicases	0.372765629416	0.299164100308	0.394623796165	0.404461364306	0.459608107487	0.347758693967	0.212727736151	0.531174153503	0.392156862745	0.417490000911	0.392699034965	0.319859027073	0.534904287793	0.394745797318	0.377102145594	0.255950857435	0.258695027307	0.176623144339	0.239234449761	0.0	0.283822138127	1.44927536232	0.192760762476	0.235216079165	0.22908789222	0.219632934179	0.226642711736	0.266748785049	0.188377284794	0.171762522645	0.149436889398	0.184621288723	0.230572873374	0.175158202545	0.349103544338	0.205675425216	0.195647390425	0.312090143398	0.22220562423	0.194245516364	0.210834775633	0.231496692017	0.302416845738	0.248284648123	0.222203422313	0.189465138716	0.199113324185	0.274898146611	0.274847980923	0.210310281718	0.25689241587	0.263108665086	0.308460549541	0.276788871159	0.230248222257	0.277794841547	0.270272700048	0.247136335056	0.289698984921	0.203271	0.315109	0.228015	0.216314	0.204542	0.132592	0.154711	0.324949	0.225931	0.133228	0.182864	0.169176	0.147348	0.119219	0.186668	0.179405	0.225719	0.141554	0.171748	0.202401	0.230645	0.257094	0.128902	0.229796	0.194	0.179089	0.191843	0.247866	0.173525	0.171818	0.195956	0.17857	0.216619	0.187151	0.17256	0.197119	0.201664	0.293407	0.139386	0.235693	0.149307	0.179548	0.23579
